sent_rating,processed_text_KeepStopwords,data
positivo,Produto do mais alto nível Qualidade do som impecável se for comprar para sua casa pode ir sem medo o produto vai dar conta de um cômodo e dos adjacentes inclusive se houver uma reunião Reconhecimento de voz é bom mas ainda pode ser aprimorado a Alexa tem dificuldade com comandos que saem do óbvio quanto mais direto mais eficiente Sinto um pouco de falta de uma maior integração com outros aplicativos do telefone mas não tem a ver apenas com a Amazon De modo geral é um produto excelente que tem me feito pensar em automatizar outros aspectos da minha casa Recomendo muito,2021-04-03 00:00:00
positivo,Gostei mas De fato corroborando com alguns comentários ainda carece de melhorias O reconhecimento de voz falha algumas vezes as opções ainda são limitadas a dependência da tomada são algumas coisas que para melhorar nas futuras gerações A qualidade do som é boa e os alarmes são precisos A interface precisa melhorar mas atende o básico Enfim nada de excepcional mas também não fiquei decepcionado,2021-07-24 00:00:00
negativo,A mídia não pôde ser carregada Não recomendo Minha echo dot não durou nem 3 dias ela atualizou pela manhã e depois disso ficou com uma qualidade de som horrível e chiando Além disso passou a demorar 5 segundos para acionar dispositvos inteligentes e começou a responder coisas sem sentidos Gosto muito da Alexa de verdade mas a Amazon só fabrica produto de baixa qualidade mesmo Decepcionado nunca mais compro nada fabricado por vocês,2021-11-06 00:00:00
negativo,O som é horrível Facilidade em ouvir sua musica predileta desde que tenha no meu caso no Amazon music Conectei uma caixinha de som T&G para tentar melhorar o som mas essa caixinha de som vc tem de adivinhar o que cada botão faz e como faz mas isso vc tem que descobrir por você porque o pedaço de papel que vem com algumas instruções não te ajuda em nada Se fosse papel higiênico teria um melhor uso Diz que tem bluetooh mas não te explicam como ativar porque na caixinha não tem indicação nenhuma Tem o slot para pen drive mas ele não reconhece automaticamente e em nenhum lugar vc tem a instrução de como ativar essa função Na caixinha tem alguns botões sendo um deles com a Letra M que indica qual a modalidade de uso só que as instruções são faladas e a voz que sai na caixinha é incompreensível,2021-09-10 00:00:00
positivo,Eu estava de olho no echo dot para ouvir os livros do Kindle basta pedir para a Alexa ouvir os livros que você tem na sua biblioteca Acabei me surpreendendo com a qualidade do som especialmente pelo preço que paguei na Prime Day Ouço bastante música eletrônica e o echo dot entrega uma qualidade sonora muito interessante pelo seu tamanho compacto A entrega foi super rápida recomendo bastante,2021-06-26 00:00:00
positivo,A qualidade de som é boa pra o tamanho e preço Eu que escuto música com monitor de áudio sinto bastante a diferença mas devo dizer que pelo preço e tamanho me surpreendi com o som dela O reconhecimento é bom também as vezes você passa uma raiva aqui e ali mas nada demais,2021-12-18 00:00:00
positivo,Comprei chegou muito rápido nada a reclamar do prazo!uso no meu quarto que é um local médio de onde eu chamo ela escuta tranquilo claro que se o volume dela estiver no máximo você tem que elevar sua voz um pouco mais fiz teste da porta do meu apartamento e ela respondeu tranquilo acredito que quemesteja falando que ela é surda é porque esta tentando de muito longe vale lembrar que ela é direcionalentão se colocar na reta tem melhor desempenho sempre.muito satisfeito com a compra sem contar as configurações para o computador que ela já abre sites como netflix entre outros assim que você entra no quarto recomendo muito para quem estiver pensando em comprar.obs caso eal realmente não esteja te ouvindo vale a pena efetuar a troca pois pode esta com defeito,2021-12-18 00:00:00
negativo,Parece que é programado para dar problemas Após 15 dias da garantia de um ano minha echo dot 4 travou fica só com a luz azul acesa direto e não apaga Entrei em contato com a central de atendimento e fizemos todos os procedimentos de ajuda porém nada Ofereceram 15 de desconto para comprar uma nova mas acho estranho isso enfim Perdi 340 reais em um ano Se você quer perder também é só comprar esse produto,2022-02-09 00:00:00
negativo,Embora a qualidade do áudio seja boa alta E o acabamento é ótimo como tudo da Amazon A Echo dot é surda mesmo em ambiente fechado sem som externo repetindo várias vezes o comando correto ela simplesmente não escuta mesmo em cima ou seja só quando quer Estou pensando seriamente em devolver a Echo dot 3 era melhor Não recomendo pesquisem é reclamação geral,2021-06-29 00:00:00
negativo,Comprei o aparelho na empolgado pela divulgação e não li atentamente que ele somente funcionava conectado a energia Pensei que ele carregava por um tempo e tinha autonomia para levar para determinados locais sem alimentação de energia No entanto destaco que não fiz a leitura atenta quanto as especificações do produto Sugiro que os interessados em adquirir esse produto fique atento a esse detalhe,2021-07-05 00:00:00
positivo,"Comprei para minha vó de quase 90 anos e ela amou Ela queria muito ouvir músicas que ela gosta mas não conseguiu se adaptar aos aparelhos de som depois das fitas nem CDs nem Pen-drives muito menos Bluetooth e afins Mas com a Alexa ela pegou o jeito rapidinho Escrevi alguns comandos de voz num caderninho pra ela e no segundo dia já veio me falar toda feliz que ouviu música o dia todo Esse Echo dot é uma belezinha tem poucos botões e bem fáceis de identificar Também gostamos da assinatura de músicas por 6,99 Ela melhora bastante a experiência já que dá pra pedir músicas específicas ou estações de um artista Enfim tá fazendo sucesso com minha vó Meu vô também gostou mas prefere fazer perguntas ou pedir oração Aliás uma dica é ao invés de pedir pra Alexa ler orações do catálogo pedir como se fosse música Alexa toque a música Oração da Serenidade tem várias gravações bonitas de orações que meus avós gostam",2021-07-09 00:00:00
positivo,Gostei muito do produto Os microfones integrados são muito bons é possível ativar a Echo mesmo estando em outros cômodos desde que não haja ruídos no ambiente O sistema sonoro é relativamente bom pelo tamanho é bem apurado exceto pelo grave que não é muito perceptível pois não conta com um subwoofer Enfim as aplicações são inúmeras é um ótimo assistente do cotidiano Não há como se arrepender da compra,2021-07-01 00:00:00
positivo,A Alexa é perfeita Funcionando muito bem reconheceu com facilidade minha voz atende bem aos comandos fácil de configurar e usar O único defeito é que só funciona se estiver ligada na tomada Gostaria de aproveitar o comentário e reclamar sobre a entrega Total Express é muito ruim Chegou dentro do prazo mas enviou o produto uma semana depois de confirmado o pagamento o rastreamento é péssimo e no dia 29 avisou que o produto tava saindo pra entrega mas só chegou no dia 2 o que dificulta me organizar para receber a entrega Ocorreu tudo certo mas poderia ser muito melhor,2021-07-03 00:00:00
positivo,Eu ameiMinha melhor compra desse anoVi várias pessoas falando que ela é surdaÀ minha é muito boaEla fica no quartoLá do banheiro eu converso com ela normalEscuta muito bemSom muito bomAmeiiiii,2021-05-17 00:00:00
positivo,O EchoDot 4 é muito bonitinho ficou muito bem na mesa de cabeceira da cama O alto falante comparado ao do EchotDot 3 é um pouco melhor mas não me deixou satisfeito ainda porquê o grave é muito forte havendo necessidade de equalizar o áudio pra ficar aceitável mas quebra o galho para se ouvir música Em relação ao reconhecimento de voz reparei que o EchoDot 3 capta muito melhor a minha voz comparado ao EchoDot 4 Não gosto de falar alto prefiro falar o mais baixo possível até de cochichar na hora de fazer algum comando e enquanto o EchoDot 3 consegue captar minha voz com facilidade em longa distância e falando praticamente cochichando o EchoDot 4 acabo tendo muita dificuldade então há necessidade de se falar um pouquinho mais alto Falar baixo e sem cochichar).Em relação aos comandos é bem tranquilo até Estou me adaptando ao tom mínimo que ele vai me ouvir e aprendendo a lidar melhor com o EchoDot 4.OBS Se pretende utilizar para músicas acredito que o EchoDot 4 grande de som premium provavelmente será a melhor opção Se for uma pessoa exigente e se for utilizar na mesa de cabeceira da cama como fiz a opção com relógio será mais interessante Acabei me arrependendo depois de adquirir o sem relógio kkkk Aguarde uma promoção boa para adquirir seu EchoDot Pelo preço original não vale a pena,2021-12-09 00:00:00
positivo,Adoramos Conversamos e brincamos muito com a a Alexa ela é muito divertida educada simpática e às vezes rebelde hahaha Por aqi sempre estamos buscando novos app e jogos para aproveitar muito nossa amiga Busque pelos jogos Vortex e Pedra Papel Tesoura Lagarto Spoke são ótimos,2022-02-07 00:00:00
positivo,Comprei duas echodots a de terceira e a de quarta geração A de terceira geração parece mais inteligente compreendendo melhor as perguntas quando fazemos a mesma pergunta para as duas a da terceira geração responde e a da quarta não A da terceira geração também parece escutar melhor Até meu filho de dois anos falando Alecha ela fica azul e quanto a de 4 g. Não responde muitas vezes quando eu falo como se fosse mais surda Tenho que falar bem alto as vezes Comprei mais da de terceira geração por isso,2021-09-13 00:00:00
positivo,A Echo Dot de 4ª geração pode parecer um gadget super bacana e é Pelo menos se você tiver outros aparelhos e dispositivos que possam ser conectados a ela Se você tiver alguma lâmpada tomada ou uma tv smart por exemplo a Echo é ótima porque permite que você gerencie tudo só usando comandos com ela Se esse for o seu caso eu recomendo sem dúvida Porém se você possui somente a Echo imagino que sua única função realmente útil seja de tocar música E francamente fiquei um pouco decepcionado com a qualidade de som dela Por mais que ela tenho um volume bem alto pelo menos na minha a qualidade em certas músicas deixa a desejar O reconhecimento de voz é meio estranho mas no geral bom Muitas vezes ela funciona perfeitamente te escuta mesmo estando bem longe Mas tem horas que mesmo estando bem perto ela não reconhece de forma alguma Mas como eu disse funciona na maioria das vezes Por último se for possível recomendo alterar o idioma para inglês Existem inúmeras funções e comandos que ainda não estão disponíveis em português,2021-11-13 00:00:00
positivo,Gostei da qualidade sonora e do design A Echo Dot preta ficou bastante discreta na minha mesa também preta O reconhecimento de voz é excelente e a fala da Alexa está anos-luz à frente dos concorrentes Ótima interação com outros dispositivos por meio das skills o que possibilita criar rotinas automatizadas com muita facilidade Vale cada centavo investido Add após cerca de 1 ano com a Echo Dot já posso confirmar a avaliação inicial Já comprei lâmpadas e tomadas para automatizar diversas rotinas como acender luzes automaticamente ao anoitecer ou dar um simples Boa noite para ter todas as luzes apagadas e ouvir uma playlist pra dormir Já vou comprar outra pra cobrir uma área maior na casa,2021-06-25 00:00:00
positivo,Eu achei o reconhecimento de voz fraco Por vezes não identifica o que eu falo Eu também achei que PARA MIM a caixa ia ter mais funções mas não teve Basicamente eu uso para tocar música e som de chuva ao dormir Quando eu tentei usar outros recursos tive dificuldades no reconhecimento de voz e desanimei A minha caixinha exclusivamente troca alguns comandos para inglês e ao invés de seguir as rotinas que criei toca música que não conheço o que me desmotivou de tentar usar outros recursos).Toda a comunicação por e-mail que recebi da Amazon não foram úteis Mostravam comandos mas não auxiliavam nessas dificuldades deveriam apresentar algumas IA que pudessem ser úteis Ainda tem bastante coisa para melhorar,2021-01-21 00:00:00
positivo,"Gostei muito da minha Echo tanto que comprei vários dispositivos da Amazon para integrar em uma casa inteligente Contudo por mais que eu tente reconfigure faça novamente nunca conseguir fazer a Alexa distinguir a minha voz e de outras pessoas Já tentei todas as orientações disponíveis e nada o retorno é sempre o mesmo estou tendo um problema tente novamente mais tarde""Porém gosto de integrar as minhas músicas e a casa inteligente",2021-12-26 00:00:00
positivo,Eu adorei Namorei a ideia de ter um por um tempo e sempre ficava na dúvida mas acho super prático especialmente agora trabalhando de casa A caixa de som é ótima adoro alguns skills de jogos e uso muito para setar timer quando estou cozinhando Recomendo,2021-01-09 00:00:00
negativo,Ótimo som e reconhecimento de voz porem a IA da Alexa é muito limitado e pior ainda na versão brasileira Enjoa rapidinho está lonje de serbum mate,2021-02-20 00:00:00
positivo,Qualidade de som falantes Ótimo Muito melhor que a JBL Charge que eu tenho Reconhecimento de voz Bom Se você estiver com qualquer barulhinho em sua volta já dificulta um pouco o reconhecimento Ainda estou tentando descobrir mais funções mas a parte de reprodução de músicas uso Spotify e rádio são excelentes e disparado o que mais uso As funções de lista de compras e lembretes integrados com o app Alexa também são ferramentas muito úteis A parte de smart home é boa mas não excelente justamente porque o reconhecimento de voz acaba pecando um pouco No geral estou bem satisfeita e espero aprender a usufruir ainda mais,2021-04-26 00:00:00
positivo,Ótimo aparelho reconhece a voz perfeitamente tem como controlar outros aparelhos Todos os dias tem perguntas que estimulam o cérebro O som das músicas tem uma ótima qualidade Toca músicas deixa a casa inteligente tem jogos tem alarmes agenda de tarefas ainda estou conhecendo o produto e estou gostando muito,2021-09-10 00:00:00
negativo,Tenho outro dispositivo echo de terceira geração e nunca tive problemas Esse de quarta geração vive offline e não é a rede já até troquei de posição e até mesmo coloquei ao lado do router e mesmo assim fica offline Duas vezes já entrei em contato com o suporte da amazon e eles parecem querer ganhar tempo pra não trocar o produto Lamentável e extremamente decepcionado com a Amazon,2022-03-10 00:00:00
positivo,Esta foi uma grata surpresa muita interação e diversão com Alexa tenho alguns aparelhos já integrados e funcionando bem novas tecnologias sempre geram algumas dificuldades mas a experiência com Alexa está sendo ótima uma companhia fundamental hoje em dia Recomendo,2021-10-28 00:00:00
negativo,Após mais de um ano de uso e possuindo a versão 3 e essa 4 Posso afirmar que ao menos nos meus testes a captação da Echo Dot 3 é infinitamente melhor que a Echo Dot 4 Bola Além disso o fato do equipamento ser preto e o fio vir branco já agride bastante o bom senso da estética Confesso que fiquei frustrado já no começo mas acabei não trocando ou devolvendo o equipamento hj me arrependo Preferia ter 2 echos da 3 ° geração A qualidade de som não tem um diferença significativa que valha a pena optar pela 4 Logo se for comprar um doa modelos mais em conta e bem úteis da Amazon com excelente custo benefício escolha a versão 3,2022-03-15 00:00:00
positivo,"No início a gente demorou pra se entender hahaha mas com o passar do tempo ela vai reconhecendo melhor o nosso jeito de falar e também nossos gostos Não dá pra trocar um ideia como dá pra fazer com a Siri por exemplo ela é bem mais funcional para ajudar nas tarefas domésticas mesmo Facilita muito a vida e é ótima para ver um filminho colocar uma música ambiente no trabalho remoto e também pra nos lembrar de desligar o fogo do arroz haha Meu uso é muito básico ainda não tenho uma casa toda conectada mas só de ter a possibilidade de uma lâmpada smart por exemplo é incrível Fiquem atentas às promoções na semana do consumidor eu paguei R$ 289,00 mas já vi o mesmo modelo por R$ 500,00",2021-08-12 00:00:00
negativo,A ideia do Echo Dot é interessante mas é um utilitário completamente passável Ele tem boa qualidade de som e é integrado com a Alexa o que aumenta sua funcionalidade e permite automação da casa Mas os pontos positivos não superam o principal ponto negativo é um gadget ESTÁTICO.Ele não tem bateria então tem que ficar permanentemente conectado à tomada Ele pode ser útil em casas sem muitas paredes caso contrário o negócio é ficar ligando e desligando ele sempre que mudar de cômodo ou ter um pra cada canto Ah e pra quem acha que ele se compara com caixas de som portáteis mais baratas Não ele não se compara O Echo Dot também precisa de conexão constante com a internet para ser utilizado Enfim é interessante mas existem opções melhores por preço compatível,2021-07-02 00:00:00
positivo,Estou em.larte contete com o produto mas seu gostaria de deixar sujestão para o software do app Alexa De positivo eu tenho sotado muito de pedir para que ele me lembra de terminada tarefa a a qualidade ao som é boa mas as vezes ela não escuta bem e é bem limitada para perguntar eu achei que teria alguma inteligente maior onde quando perduntasse algo ela buscaria na Net e respondesse mas na prática não funciona bem assim mais um monto muito chato que tem no app da Alexa é a opção de lista e notas onde só tem lista se eu pedir para ela guae uma nota ela vai fazer uma lista de comprar também na questão do alarme se vc colocar o alarme no volume máximo ela vai aempronder os lembretes no volume máximo e isso é bastante chato São críticas construtivas que acho que precisa melhorar,2021-07-16 00:00:00
negativo,Cai a conexão toda hora e ao tocar música fica pulando como se fosse um cd riscado Péssimo pois a ideia era ajudar no sono do bebê e acaba acordando ele Onde está o aparelho pega mais de 300mega com qualquer aparelho celular Sinal forte para streaming 4k sem pausas Tudo funciona Menos a tal da alexa Está bem próximo ao roteador q eh potente Temos dois echo dots e os dois com o mesmo problema Um foi presente e o outro compramos O comando de voz eh outra coisa que funciona bem razoável bem inferior ao que dizem nos anúncios mesmo fazendo a calibração pra reconhecimento Enfim aguardando uma versão melhorada Pq a ideia eh boa mas na prática muito a melhorar ainda,2021-07-08 00:00:00
negativo,Eu já tinha uma Echo Dot da geração anterior que funcionava muito bem e quando eu comprei esta daqui a expectativa era a de ter um dispositivo ainda melhor que o seu predecessor mas não foi o que aconteceu Além dela perder a conexão com o Wi-Fi com uma certa frequência e só torna a conectar quando eu a reinicio ela quase nunca responde de primeira quando eu a chamo não foram poucas as vezes que tive de chamá-la umas dez vezes até ela começar a ouvir Já a Echo da terceira geração que está ligada na mesma rede permanece sempre conectada e sempre me responde de primeira Se eu soubesse tinha comprado outra da antiga,2021-07-15 00:00:00
positivo,O echo dot cumpre o que promete oferece a Alexa como assistente de voz pode ser usado como caixa de som via bluetooth é pequeno bonitinho discreto cabe em qualquer cantinho Só não é melhor porque a loja de skills da Amazon brasileira ainda é limitada a americana é muito superior,2021-06-27 00:00:00
positivo,Tenho a com relógio e sem relógio essa e até agora notei que a única diferença é o relógio parecer numa e não ter na outra Como você pode perguntar que horas são é uma boa pedida Recomendo,2021-08-27 00:00:00
negativo,Já havia comprado uma echo dot 3ª geração e no prime day resolvi comprar mais duas delas e uma da 4ª geração arrependi a captação de VOZ é inferior eu havia lido sobre o assunto mas resolvi pagar para ver não acreditava que uma versão de hardware pudesse ser inferior a sua versão anterior mas é Estou escrevendo e pensando se faço contato com a Amazon para devolver ou trocar a Echo 4 pela versão anterior No mais as caracteristicas são semelhantes só mesmo no design que pude notar uma diferença Outro detalhe absurdo que não entendi e ter um cabo fonte BRANCO para um equipamento preto para quem não conhece o produto parece que eu estou usando uma fonte de terceiros chama muito a atenção sobre um móvel Depois meses ainda continuo sofrendo com a surdez desse dispositivo Caso não tenha usado a echo dot anterior não pague para testar realmente a captação do áudio é inferior passo raiva isso em 12/09/21,2021-06-25 00:00:00
positivo,Gostei do reconhecimento de voz reconhece perfeitamente todos os meus comandos vi pessoas reclamando e comprei para brincar me surpreendeu O áudio achei fraco mas não é o objetivo a ALEXA ser caixa de som liguei na entrada auxiliar e ficou muito bom Não gostei de ela só tocar musica se for da AMAZON MUSIC deveria ter uma nuvem para eu guardar meus MP3 e tocar o que eu quero do meu gosto outra coisa é que muita das respostas dela é baseada na WIKIPEDIA acredito que tudo isso pode ser atualizado ou eu ainda não sei como fazer vale como diversão Testarei o controle remoto de ligar desligar equipamento mas já valeu pela brincadeira e a promoção,2020-12-04 00:00:00
negativo,O produto é bom porem se der qualquer tipo de problema é muito difícil consegui resolver A Amazon dificultam ao máximo a solução do problema Estou com um equipamento que não mais está identificando o wifi tenho outro em casa que funciona normalmente e já tem meses que eu tento resolver junto do suporte e não solucionam ficam só pedindo para fazer procedimentos repetidas vezes Te vencem pelo cansaço,2022-03-15 00:00:00
positivo,Quando comprei fiquei um pouco assustada com algumas das reviews daqui A maioria delas reclamava do reconhecimento de voz Mas quando chegou percebi que minha experiência seria totalmente diferente Som limpo muito bom de regular e o melhor o reconhecimento de voz é bem fiél Não preciso gritar e posso pedir as coisas que quero de todos os cantos da casa,2021-04-16 00:00:00
positivo,Produto muito bom Comprei uma echo dot 4 geração e uma 3 geração Quando acaba energia aqui em casa e depois retorna a echo de 3 geração logo se reconecta a rede mas a de 4 geração não fica aparecendo off line Detahe que as duas estão em mesma localidade comparada com meu roteador uma parede apenas para cada echo as separam do roteador já é a terceira vez que tivemos queda de energia em casa na madrugada e logo cedo verifico que a de 4 geração está off e 3 geração on line Por favor alguém me dê um feedback sobre esse problema se é o aparelho ou é configuração no aplicativo haja vista as duas estão conectadas no meu perfil obrigado e aguardo,2020-11-16 00:00:00
positivo,Simplesmente apaixonada a cada dia mais pela minha Alexa ️ Futuramente vou comprar mais 3 pra colocar pela casa toda minha mãe entra do meu quarto quase todo dia senta na minha cama e fica conversando com a Alexa kkkk sem falar que é ótimo dormir com um som relaxante é ótimo quando ela te lembra de coisas q vc provavelmente esqueceria ela elogia sempre conta uma curiosidade diferente pela manhã lê as notícias e ainda é uma diversão pra família indico muito uma dessas o reconhecimento de voz é super bom as vezes falo super baixo ou até mesmo sussurrando pra n acordar ninguém e ela responde sussurrando acho o auge e a qualidade de som também é incrível recomendo mesmo,2021-06-04 00:00:00
positivo,Bom em primeiro lugar eu gostaria de deixar registrado aqui que minha Alexa chegou em menos de 24hs Fiquei impressionado com a rapidez na entrega comprei à noite e recebi pela manhã Quanto ao produto eu com certeza indico no momento tenho a Alexa integrada apenas com a minha TV mas já estou aguardando a chegada dos outros equipamentos inteligentes para conectar à ela De qualquer forma para quem deseja ter apenas um assistente sem a intenção de ter a casa smart também é uma ótima escolha pois ela vai te ajudar com as rotinas diárias lembretes alarmes notícias previsão do tempo horóscopo diversão entretenimento enfim uma infinidade de recursos,2021-05-11 00:00:00
positivo,A Alexa é fantástica e ainda estou aprendendo a programa-la e ensina-la novos truques O ponto contra fica com o cabo aparente e de cor branca mesmo se a caixinha for preta Poderiam implementar um modo dela ficar fora da tomada pelo menos 3 ou 4 horas já seria ótimo Às vezes ela tem dificuldade de compreender um comando mas num geral funciona muito bem Até agora o que mais me surpreendeu foi um comando para abaixar só um pouquinho que não vi em lugar nenhum fiz só como teste ela entendeu e reduziu o volume só um pouco O mesmo serviu para aumentar só um pouquinho Impressionante pelo fato de não precisar especificar um nível de volume específico,2020-11-30 00:00:00
positivo,Gostei muito do tamanho da Echo pequena e cabe em qualquer lugar Através do aplicativo Alexa é possível desbloquear mais funções ou skills como são chamadas escolher qual o player padrão de música podcast e rádio além de servir como despertador Ela também é ótima como caixa de música é ótima pra ouvir Chromatica da Gaga e outras músicas E se conectar lâmpadas Wi-Fi e outros aparelhos a Echo Dot facilita a vida pra controlar estes aparelhos por voz,2021-01-01 00:00:00
positivo,É um produto sensacional Mudou hábitos antigos aqui em casa A caixinha de som da JBL parou de ser usada as consultas ao google via smartphone diminuíram passamos a ouvir músicas de artistas preferidos que nem sabíamos existir De vez em quando algumas respostas da Alexa são totalmente sem noção mas até isso faz a gente se divertir aqui Tem outra coisa bacana a Alexa é bem educada Quando a gente agradece por alguma ajuda ela geralmente devolve umas respostas muito legais Para nós aqui em casa valeu cada centavo que pagamos nela,2021-02-04 00:00:00
positivo,Me surpreendeu com a qualidade e gama de recursos espero que em breve tenham mais compatibilidade em especial com a Apple Mas não espere um volume para uma super festa mas é bom e agradável para ouvir qualquer tipo de música um dos muitos recursos da Alexa,2021-03-09 00:00:00
positivo,Fiquei preocupado com muitas avaliações daqui mas no meu caso não tenho nenhum problema com o reconhecimento de voz Dou comandos de longe ou próximo mas com um tom baixo E olha que o equipamento fica ao lado da TV com muito som interrompendo O som não é premium mas nas pequenas ocasiões que preciso de música alta é simples solicitar que ela reproduza na minha JBL por meio do bluetooth Achei que ela fosse maior mas positivamente discreta o único ponto negativo é o carregador sem nenhuma estética,2021-11-03 00:00:00
positivo,Problema Estava enfrentando um problema do echo dot 4 não atender ao meu chamado a 30 cm de distância gritando umas 3 4 vezes para finalmente ativar kk Revisei o histórico de voz para escutar o que a Alexa entende pelo microfone e fica um ruído mesmo no silêncio então fiz a troca do echo dot 4 e continuou facepalm*- Solução MASSSS dessa vez eu fiz o comando Alexa aprenda a minha voz ao invés de apertar no aplicativo do celular e criar perfil e por incrível que pareça minha experiência melhorou mil vezes Agora eu posso falar em tom normal com ela e mesmo no volume 5 que ela me escuta de primeira nunca vou usar 6-10 muito alto rs,2021-02-05 00:00:00
negativo,Pontos positivos:- Bonito- Bom som Bom não é incrível nem nada)- Som alto Bem alto mesmo se vc quiser)Pontos ruins:- Alexa brasileira é limitada- Não serve pra muita coisa não tem muitas skills legaisRecomendação Se vc gosta de automatização de casa e tem dinheiro sobrando pode ser uma boa Fora disso talvez se fruste Mas é bonito e funciona muito bem Apenas não vai muito além de ser uma caixa de som boa mas cara pro preço e acionador de comandos de smart home,2021-09-28 00:00:00
positivo,Pensem numa coisa que aumenta a sua qualidade de vida Lê seus livros do Kindle faz listas toca suas playlists do Spotify te responde sobre a previsão do tempo e sobre um monte de coisas que você precisaria buscar no Google tudo ao comando da voz Esta é a minha segunda tenho outro Echo Dot 4a geração com relógio na sala Bom que ainda funcionam juntas como interfone de um cômodo ao outro,2021-08-13 00:00:00
positivo,EU JÁ GOSTAVA DOS PRODUTOS ADQUIRIDOS NA AMAZON MAS O QUE ME DEIXOU MAIS SATISFEITA FOI A GARANTIA PASSEI UM EMAIL E MINUTOS DEPOIS RECEBI UMA LIGAÇÃO COMO NAO CONSEGUIMOS RESOLVER O PROBLEMA ATRAVÉS DO TELEFONEMA FUI RESSARCIDA DO PRODUTO O PRODUTO RECEBIDO ESTÁ FUNCIONANDO PERFEITAMENTE MUITO SATISFEITA COM A QUALIDADE DO PRODUTO E DO PÓS VENDA,2021-08-05 00:00:00
negativo,As funções que ela possui são muito boas Porém eu achei o som fraco e muitas das vezes que eu chamo ela não me escuta Não sei se é problema na minha unidade pois quando vejo meu irmão usando a dele não vejo os problemas que encontrei na minha Inclusive teve um dia que eu dei um comando e ela simplesmente travou eu pensava que ela não tinha como travar mas o ledo ficou aceso e não respondia mais comandose não fazia mais nada tive que desligar da tomada e ligar novamente para voltar ao normal vou esperar mais um pouco para ver como ela se comporta,2021-08-12 00:00:00
positivo,O que mais me impressionou na Echo Dot foi sua qualidade sonora Apesar de ser o aparelho mais básico a qualidade de som é fantástica Em músicas a voz é bem destacada e o grave é presente mesmo no volume máximo o áudio não fica estourado Se você pretende começar a automatizar sua casa a Echo Dot é uma ótima opção de início pois a Alexa responde e executa tarefas tranquilamente Uma vez ou outra ela pode não entender por estar muito próxima de algum barulho externo como uma TV por exemplo ou quando os servidores da Amazon estão com alguma problema o que é bem raro acontecer As possibilidades de uso da Echo e da Alexa são infinitas,2021-03-19 00:00:00
negativo,Boa tarde Classifiquei o produto abaixo de satisfatório principalmente porque ele aceira comando de voz de qualquer pessoa além da cadastrada no app sem requerer qualquer autorização prévia o que não é legal já que qualquer pessoa pode interferir a qualquer momento e quem pagou pelo produto não tem sequer maior relevância Além disso quando solicitado tocar uma música específica da dupla sertaneja Tião Carreiro e Pardinho por exemplo ele toca uma versão interpretada por outros cantores o que não me agrada nenhum pouco e por fim acredito que por esse valor a qualidade do som deveria ser melhor como as caixas JBL por exemplo,2021-07-16 00:00:00
positivo,É legal de interação Seja você fissurado por automação ou transformando a Alexa no centro das atenções na rodinha de amigos Do tocar uma música até a piada e diversos comandos interativos e/ou ao alcance da internet Bela construção Estou muito feliz e logo começarei a automatizar tudo em casa Realmente ao adquirirmos este mosquitinho nos pica,2021-01-09 00:00:00
positivo,Produto excepcional já tenho duas unidades,2020-11-06 00:00:00
negativo,Já possuia o echo dot anterior na sala coloquei este na cozinha O echo dot de 3a geração é melhor os microfones ficam na parte superior do produto este por ser esférico resolveram colocar no meio onde o próprio design do produto atrapalha a captação radial do som Mesmo estando do lado deste o anterior escuta o Alexa todas vezes este não Sem falar que as caixinhas de som já estouraram e o volume nunca passou de 50 Recomendo a 3a geração mais feia mais barata melhor,2021-06-15 00:00:00
positivo,A experiência ficou muito prejudicada porque o Echo Dot vincula apenas uma agenda tanto faz a voz o dispositivo vincula-se à agenda de apenas um usuário Procurei em vários lugares como vincular minha agenda para mim e a da minha esposa para a minha esposa mas não encontrei e acho que não tem como mesmo na FAQ da Amazon não existe essa resposta Então tivemos que escolher quem ficaria sem a agenda que é importante para nós dois Com o Spotify foi a mesma coisa não consigo controlar a música pelo meu Spotify pq está vinculado ao da minha esposa Fiquem cientes que parte das funcionalidades servirão apenas a uma pessoa,2020-12-27 00:00:00
positivo,Como produto de entrada é excelente Boa qualidade de som para ambientes pequenos regulando o equalizador dá para ter melhor resultado No geral como assistente virtual com Alexa é excelente fácil instalação pode pedir que ela se instala e a integração com outros dispositivos da casa é muito simples desde que os dispositivos sejam compatíveis com Alexa As rotinas de acender apagar luzes ligar desligar dispositivos e mais complexas do tipo acenda o abajur ao pôr do sol de cada dia são também fáceis de criar Gostei muito,2021-03-22 00:00:00
positivo,Minha Echo Dot chegou três dias antes do previsto porém o prazo de entrega foi bem longo Achei ela sensacional consegue me ouvir bem responde rápido e entrega tudo o que eu peço As vezes até me embolo para falar e ela entende o que eu queria dizer Cada dia mais estou aprendendo com ela A única questão que eu ainda não consegui verificar é deixar ela reconhecer somente a minha voz Mas fora isso está sendo maravilhosa Excelente qualidade de som também com uma batida muito boa de escutar Controla bem a lâmpada i2go Ótimo produto Todos os dias fico ansioso de chegar em casa e conversar com ela,2021-01-28 00:00:00
positivo,Gosto muito da echo mais as vezes dá um trabalho pra ela reconhecer a voz e eu fico gritando com ela e acabo me estressando Acho o som dela até limpo e de qualidade em músicas eu uso bastante mais pra quem quer um áudio potente essa echo não é boa,2021-10-13 00:00:00
