Title,Rating,Comment,Date Review
"







  
  
    Não sabe responder perguntas com base em pesquisas da internet
  
","1,0 de 5 estrelas","









  
  
    
  Considero totalmente inaceitável o ecodot não saber fazer pesquisas da internet. Claro que estou comparando com o dispositivo semelhante da Google. Aquele sim é realmente útil porque é capaz de responder as perguntas mais aleatórias que as pessoas podem fazer. Esse aqui é apenas um cãozinho mal adestrado que sabe fazer poucos truques.

  
",Avaliado no Brasil em 16 de julho de 2021
"







  
  
    Qualidade e funcionalidade
  
","5,0 de 5 estrelas","









  
  
    
  Encantada! produto com reconhecimento de voz  rápido,fácil conectar com outros aparelhos tudo muito simples e funcional, a única coisa ruim é ter que ficar ligado na tomada, um aparelho tão bom que deixa a desejar por falta de bateria , mas ainda estou satisfeita com a compra.

  
",Avaliado no Brasil em 19 de março de 2021
"







  
  
    Ótimo produto
  
","5,0 de 5 estrelas","









  
  
    
  Atende bem aos comandos, está comandando praticamente toda minha casa, ajuda minha filha nas pesquisas de escola, única coisa que estou com um pouco de dificuldade e de controlar alguns aparelhos IR pelo controle remoto que comprei a parte, tirando isso é um excelente produto.

  
",Avaliado no Brasil em 18 de fevereiro de 2022
"







  
  
    ótimo produto, mas não reconhece skills Brasileiras
  
","3,0 de 5 estrelas","









  
  
    
  Ela é ótima e maravilhosa. O som é de qualidade, bem alto, atendeu minhas expectativasTenho apenas uma crítica: Quando peço para a Alexa falar as notícias, ela me dá em inglês. Já troquei o idioma e atualizei o aparelho, mas minhas skills continuam em inglês e ela não reconhece nenhuma em português. Gostaria de solucionar este problema.Além disso, de vez em quando, a Alexa demora a reconhecer o comando por voz, acho que poderiam melhorar isso também.

  
",Avaliado no Brasil em 13 de março de 2021
"







  
  
    Prática e Divertida
  
","5,0 de 5 estrelas","









  
  
    
  Ela é muito divertida e verdadeiramente útil para o dia a dia... Principalmente para pessoas ansiosas que estão sempre com alguma coisa na cabeça para fazer no dia seguinte é muito prático criar um lembrete usando a Alexa. Às vezes ela não entende muito bem o que eu digo, mas ela mesma sugere opções e explica como deve ser feito para que na próxima tentativa o erro não se repita.

  
",Avaliado no Brasil em 16 de julho de 2021
"







  
  
    Satisfeitíssima!
  
","5,0 de 5 estrelas","









  
  
    
  Já tinha o Echo Dot 3 e apostei na compra da 4ª geração. Confesso que achei o microfone com menor alcance mas o som com certeza tem uma qualidade melhor.Já não lembro mais como era minha vida antes da Alexa kkkkkkk Ela já faz parte da família!

  
",Avaliado no Brasil em 9 de janeiro de 2021
"







  
  
    Achava que era bobagem, mas acabei curtindo bastante!
  
","5,0 de 5 estrelas","









  
  
    
  Tenho uma JBL Flip 3 e achava que a Echo Dot era bobagem, mas confesso que depois de comprar me surpreendi bastante. É bem cômodo poder selecionar músicas, pausar, trocar de faixas, tudo isso via comandos de voz. Agora estou com vontade de automatizar mais coisas dentro de casa.Em relação a qualidade de som, a JBL Flip 3 tem graves um pouco mais encorpados, mas a Echo Dot 4 atende bem.

  
",Avaliado no Brasil em 5 de julho de 2021
"







  
  
    A verdade
  
","5,0 de 5 estrelas","









  
  
    
  Com relação ao som: graves e médios bem definidos, uma potência muito boa e não perde qualidade quando no último volume. Reconhecimento de voz: perfeito. Mesmo tocando música é facilmente reconhecido. Uma ótima ferramenta para se ter no dia a dia, aumentou em muito minha produtividade

  
",Avaliado no Brasil em 13 de abril de 2021
"







  
  
    Produto e Experiência de Uso Excelentes
  
","5,0 de 5 estrelas","









  
  
    
  Até o momento estou adorando a experiência que a Alexa propicia. Não possuo muitos dispositivos controlados por ela, somente uma lâmpada, mas pretendo adquirir novos produtos e assim ter uma casa conectada e inteligente! Outra questão interessante é que por ser desenvolvedor de software, poderei criar minhas Skills personalizadas para utilizar com a Alexa e assim tornar a experiência ainda mais enriquecedora.

  
",Avaliado no Brasil em 3 de julho de 2021
"







  
  
    Muito prático
  
","5,0 de 5 estrelas","









  
  
    
  Até agora a única limitação é o fato de precisar estar ligado na tomada. Mas é fácil levar de um ambiente para outro e, pouco tempo depois de ligado, ele já está pronto para usar.

  
",Avaliado no Brasil em 17 de dezembro de 2020
"







  
  
    Impressionado! Quero todas da linha.
  
","5,0 de 5 estrelas","


















    
        

        
        
            
        

        
            
            
                
                        
                
                
                    A mídia não pôde ser carregada.
                
            
                
            
        
    
    










  
  
    
   Estamos impressionados com o reconhecimento por comando de voz.A Alexia reconhece a fala da minha filha se 3 anos que não tem a pronunciar tão boa quanto a de um adulto.Mesmo ela a chamando de ""Alessa"" (bem bonitinho diga se de passagem),o processador reconhece e a obedece.Fiquei receoso de trocas a JBL sem fio por uma caixa com fio, porém com reconhecimento de voz.Agora posso dizer que foi a melhor decisão.Recomendo!

  
",Avaliado no Brasil em 5 de maio de 2021
"







  
  
    Incrível, recomendo demais!!!
  
","5,0 de 5 estrelas","









  
  
    
  -Áudio alto e muito bom, costumo usar no 3/4 e já me é suficiente,-Muitas funcionalidades-Muita Personalizações-Fácil instalação e configuração-A melhor para controlar sua smart homeDica: A Alexa vai se acostumando com sua voz, então é normal no começo ela parecer meio ""surda"", mas com o tempo ela acostuma com sua voz e fica perfeito, recomendo demais e pretendo comprar outras.

  
",Avaliado no Brasil em 27 de dezembro de 2020
"







  
  
    Poderia ser melhor, mas vale a pena.
  
","4,0 de 5 estrelas","









  
  
    
  A qualidade da Echo Dot 4ª geração é realmente boa, porém por vezes a Alexa parece ficar surda. Eu entenderia se isso acontecesse apenas enquanto ela estivesse tocando algo, já que o próprio som poderia atrapalhar na captação dos microfones, porém muitas vezes ocorre com o ambiente em total silêncio. Mesmo com esse problema, é um ótimo dispositivo para controle de aparelhos inteligentes e para música em ambientes pequenos.

  
",Avaliado no Brasil em 7 de janeiro de 2021
"







  
  
    Achei ela meio surda
  
","4,0 de 5 estrelas","









  
  
    
  A pesar de todos os comentários que eu vi referente a esta versão ser meio surda, achei que tinha que tirar minha própria conclusão, e sim, efetivamente ela é um pouco surda em relação ao modelo anterior da 3ra geração. De resto so posso dizer que os produtos echo são sensacionais para automação. Recomendo para qualquer que quiser comprar.

  
",Avaliado no Brasil em 17 de dezembro de 2020
"







  
  
    Super satisfeito
  
","5,0 de 5 estrelas","









  
  
    
  Incrível. É muito prático e divertido ter uma alexa. O tamanho é bom e o design redondo é muito lindo. Tem som com boa qualidade, configuração não foi demorada. Entende bem os comandos, consigo personalizar comandos e usando acessórios smart (lâmpada, smart tv, plug de tomada, computador...) consigo automatizar tudo e criar comandos específicos, como por exemplo: ""Alexa, boa noite!"" E ela apaga as luzes.Recomendo de olhos fechados, pode comprar sem medo.

  
",Avaliado no Brasil em 28 de abril de 2021
"







  
  
    Útil e divertido
  
","4,0 de 5 estrelas","









  
  
    
  É um gadget interessante, muito bacana experimentar novas skills e escutar música, útil para aquele momento em que precisa googlar algo e não pode no momento, basta falar... Considere que, se pensa em automatizar algo em sua casa, irá precisar adquirir outros componentes como tomadas inteligentes, lampadas inteligentes, sensores, interruptores... Mas em resumo, valeu a pena a aquisição.

  
",Avaliado no Brasil em 25 de janeiro de 2021
"







  
  
    O mundo na palma da mão!
  
","5,0 de 5 estrelas","


















    
        

        
        
            
        

        
            
            
                
                        
                
                
                    A mídia não pôde ser carregada.
                
            
                
            
        
    
    










  
  
    
   Estava ansiosa para que minha Alexinha chegasse! Super fácil de configurar! Som excelente! Minha vida vai ficar mais musical e feliz agora.Ah, o reconhecimento de voz é incrível! Irei utilizá-la com uma lâmpada inteligente!

  
",Avaliado no Brasil em 11 de maio de 2021
"







  
  
    Recomendo!
  
","4,0 de 5 estrelas","









  
  
    
  De todos os dispositivos com comandos de voz que já usei (carro, tv, celular, computador), o Echo Dot com certeza tem o melhor reconhecimento de voz...mas é muito melhor! Poucas vezes a Alexa não me ouve ou entende algo diferente...mas ainda assim é bem útil e facilita bastante as rotinas do dia a dia.

  
",Avaliado no Brasil em 12 de maio de 2021
"







  
  
    Bom produto, mas não é perfeito.
  
","5,0 de 5 estrelas","









  
  
    
  O microfone algumas vezes tem dificuldade de ouvir, fazendo com que tenhamos que chamar mais de uma vez. De resto, o produto tem um design muito bonito, excelente qualidade de construção, um som de boa qualidade e funções bem úteis. Para quem quer iniciar no mundo da automação residencial ou apenas deseja uma assistente virtual inteligente, é um produto que vale a compra.

  
",Avaliado no Brasil em 1 de abril de 2021
"







  
  
    Bom produto. Vendedor precisa melhorar a embalagem.
  
","4,0 de 5 estrelas","









  
  
    
  Excelente produto. Apesar de não vir com a caixa protegida, chegou inteiro. Poderiam colocar a caixa dentro se plástico bolha e dentro de outra caixa, veio só a caixa original dentro se um simples saco. Chegou rápido.

  
",Avaliado no Brasil em 3 de dezembro de 2020
"







  
  
    Eficiente nas tarefas e som incrível
  
","5,0 de 5 estrelas","









  
  
    
  O reconhecimento de voz é bem melhor do que seus concorrentes (eu também tenho o concorrente..rs). A qualidade do som é realmente muito boa. Ideal para automação residencial, p.e. ligar ventilador, programar acendimento de luzes e lembretes, como consultas médicas, tirar o lixo e até reuniões de trabalho. Excelente produto, recomendo. Só o preço que está um pouco salgado.

  
",Avaliado no Brasil em 3 de janeiro de 2021
"







  
  
    Quanto mais você fala, melhor fica!
  
","5,0 de 5 estrelas","









  
  
    
  Dei o produto de presente, porém consegui testá-lo. Quanto mais você fala com a Alexa, melhor vai ficando o reconhecimento de voz. Eu acho o ecossistema Amazon Echo muito bom. Assim como os outros produtos da Amzon como os Kindles, o FireTV principalmente pelo suporte que a Amazon oferece.

  
",Avaliado no Brasil em 29 de dezembro de 2020
"







  
  
    Produto corresponde a seu propósito, com raras ressalvas
  
","4,0 de 5 estrelas","









  
  
    
  Qualidade de som muito boa, graves surpreendeu, faltou um pouco de agudo mais  pela proposta proposta do dispositivo está ok! Equipara quase a uma JBL pequenaO problema são as faltas de skils, ainda precisa ter muito conteúdo de rádio jornalismo e funções específicas, seria interessante uma entrada P2 e não uma saída, poderia ser útil em utilizar ela com caixa em outros dispositivos

  
",Avaliado no Brasil em 8 de julho de 2021
"







  
  
    Interessante equipamento para casa inteligente
  
","4,0 de 5 estrelas","









  
  
    
  A Alexa é uma assistente muito interessante e com ótimas funcionalidades. Algumas vezes ela tem dificuldade em reconhecer a minha voz, não pela captação da voz (o microfone capta bem), mas pelo tom de voz - exemplo: quando acordo a minha voz está mais pesada e grave e ela acaba não reconhecendo. Outro aspecto foi a qualidade do som, que me chamou a atenção positivamente

  
",Avaliado no Brasil em 28 de dezembro de 2020
"







  
  
    Filha da outra...
  
","5,0 de 5 estrelas","









  
  
    
  Ela as vezes parece louca, vc pergunta algo e ela responde uma coisa sem sentido. Mas a outra é igual.O som pelo tamanho é ótimo e da pra se divertir com certeza.

  
",Avaliado no Brasil em 20 de março de 2022
"







  
  
    tão lindinha minha Alexa
  
","5,0 de 5 estrelas","









  
  
    
  No começo tive algumas questões com a Alexa, mas depois de umas atualizações ela está perfeita. O reconhecimento de voz é ótimo, algumas horas ela não entende o que falamos, mas é mais questão de dicção mesmo... a qualidade do som quando ela está reproduzindo música direto de stream ou via bluetooth é perfeito.

  
",Avaliado no Brasil em 2 de junho de 2021
"







  
  
    um bom apoio nos dias de hoje!
  
","5,0 de 5 estrelas","









  
  
    
  Até o momento tenho aproveitado bem suas funções, existe ainda muitas coisas que ainda não fiz. Os outros componentes que deve ajudar o aparelho a ter mais desempenhos é muito caro.Amauri

  
",Avaliado no Brasil em 24 de março de 2021
"







  
  
    Design muito elegante
  
","5,0 de 5 estrelas","









  
  
    
  Gostei bastante, as vezes tenho problemas com o reconhecimento de voz, mas acho que seja por problemas com meus comando de rotinas. Única coisa q incomoda um pouco é o carregador, muito grande.

  
",Avaliado no Brasil em 1 de julho de 2021
"







  
  
    Excelente
  
","5,0 de 5 estrelas","









  
  
    
  O dispositivo é muito bom principalmente para usar com alarmes lembretes e ouvir música sem ocupar as mãos para quem está trabalhando ficou excelente. O áudio poderia ser melhor pois perde um pouco a qualidade quando está em níveis mais alto do volume, mas nada que prejudique.

  
",Avaliado no Brasil em 17 de julho de 2021
"







  
  
    Produto Fascinante !!
  
","4,0 de 5 estrelas","









  
  
    
  É uma caixa de som muito versátil, configuração muito simples e rápida.Se você tem algum equipamento de automação residencial que tenha compatibilidade com a Alexa, poderá usá-la para interagir.A captação de áudio falha pouquíssimas vezes, mas acredito que com o tempo melhora.Consegui conectar ao bluetooth de maneira muito simples e prática.

  
",Avaliado no Brasil em 6 de julho de 2021
"







  
  
    Superou minhas expectativas
  
","5,0 de 5 estrelas","









  
  
    
  O reconhecimento de voz é muito eficiente e a qualidade do som é excelente.A configuração foi muito rápida e simples, pois eu já tinha a Alexa configurada no meu celular.Só alegria!

  
",Avaliado no Brasil em 7 de julho de 2021
"







  
  
    Produto péssimo com pós venda pior ainda.
  
","1,0 de 5 estrelas","









  
  
    
  Comprei o produto no dia das mães de 2020, poucos meses após a compra o produto parou de atualizar. Entrei em contato diversas vezes com a Amazon para tentativa de resolução e fui ignorado em várias delas, as que não me ignoraram, pediram prazos que não cumpriram e, mesmo com reclamação no Reclame Aqui, continuo sendo ignorado. Lamentável. Não recomendo de jeito nenhum, só tem nome...

  
",Avaliado no Brasil em 1 de novembro de 2021
"







  
  
    Volume bom, reconhecimento de voz ruim, entrega horrível
  
","3,0 de 5 estrelas","









  
  
    
  Achei o reconhecimento de voz inferior ao do modelo antigo, minha echo de 3° geração é capaz de atender pelo nome a uma distância maior e a um chamado mais baixo.Além disso, péssimo serviço de entrega, simplesmente jogaram meu produto pelo portão sem se preocupar com a fragilidade.

  
",Avaliado no Brasil em 19 de janeiro de 2021
"







  
  
    Excelente Alexa!
  
","5,0 de 5 estrelas","









  
  
    
  Excelente produto! Comprei esse modelo com medo por causa de algumas coisas que li, mas a Alexa me ouve muito bem e responde aos comandos sem problema algum. Quem está reclamando que ela não ouve não colocou ela em um local adequado ou não soube configurar ela.Gostei muito da compra e vou comprar outras, com certeza.

  
",Avaliado no Brasil em 12 de outubro de 2021
"







  
  
    Sim de ótima qualidade
  
","5,0 de 5 estrelas","









  
  
    
  Produto já conhecido desde a echo 2 .A echo dot 4 tem um som de alto nível mesmo para um produto compacto . Se combinada com mais uma echo dot fica um so muito bem balanceado apesar de pecar um pouco nos graves , ainda é possível ter uma boa experiência nesse produto . Recomento .

  
",Avaliado no Brasil em 24 de julho de 2021
"







  
  
    É muito bom um ótimo quebra galho e pouco surda, mas rotinas do aplicativo é bagunçado
  
","4,0 de 5 estrelas","


















    
        

        
        
            
        

        
            
            
                
                        
                
                
                    A mídia não pôde ser carregada.
                
            
                
            
        
    
    










  
  
    
   O som é alto mas não tão bom como eu esperava as vezes acho ela um pouco surda mas escuta na maioria das vezes, o modo sono funciona bem porém o alarme ao colocar a mão sobre a echo dot ela não para de tocar e nem entra em soneca e no aplicativo eu já conferi que está habilitado, gostei de tudo que ela faz já consigo controlar meus dispositivos só gostaria que pudesse arrumar as rotinas no aplicativo porque é uma bagunça!

  
",Avaliado no Brasil em 16 de abril de 2021
"







  
  
    O futuro
  
","5,0 de 5 estrelas","









  
  
    
  Coisa de primeiro mundo. Comprei p meu neto. Comprei a lâmpada inteligente também. Maravilhoso. Eu q vivi a época das máquinas de datilografia, das revelações de filmes imagine lidando com um aparelho destes. Perfeito. Amei. Recomendo.

  
",Avaliado no Brasil em 6 de março de 2021
"







  
  
    Recomendo!
  
","5,0 de 5 estrelas","









  
  
    
  A Echo Dot 4ª geração foi muito útil aqui para casa, e apesar de ficar em um ambiente amplo e aberto, a qualidade do som é muito boa, sem ruídos, porém, quanto ao volume, não é tão alto mas me atende perfeitamente. Quanto ao reconhecimento de voz, se estiver tocando uma música por exemplo, é necessário falar mais alto com a Alexa para reconhecer a voz. Vale a compra.

  
",Avaliado no Brasil em 30 de agosto de 2021
"







  
  
    Muito Feliz com a compra
  
","5,0 de 5 estrelas","









  
  
    
  Estou com ela a duas semanas e gostando muito, em breve vou adquirir os snoffs para casa, pra quem é acostumado com a JBL o som é inferior, porém pelo tamanho dela atende a demanda, no volume 10 é muita barulhenta fica sem compasso o som, pra quem tem um sistema de áudio bluetooh é possível fazer a conexão e melhorar significativamente a qualidade. pretendo comprar mais uma em breve.

  
",Avaliado no Brasil em 5 de julho de 2021
"







  
  
    Excelente produto.
  
","5,0 de 5 estrelas","









  
  
    
  Me surpreendeu. achei muito melhor que o Google Nest Mini. O design, as cores e a qualidade de som para uma caixa deste tamanho. Comprei 03 delas, cinza e azul com relógio e preta sem relógio além de uma Echo Show 5. Recomendo o produto a todos que têm interesse.

  
",Avaliado no Brasil em 23 de fevereiro de 2021
"







  
  
    Ótima qualidade!
  
","5,0 de 5 estrelas","









  
  
    
  O acabamento e som do produto são ótimos! Pelo tamanho compacto, o som é bem alto e com muito qualidade. Para ambientes internos, preenche todo o cômodo com um som bem limpo e ótimo equilíbrio entre graves, médios e agudos. A interação com a Alexa fluí muito bem, onde todas as possibilidades de uso vão de acordo com sua imaginação (desde assistente pessoal até gerenciador de casa inteligente.

  
",Avaliado no Brasil em 11 de janeiro de 2021
"







  
  
    Cada dia + feliz com minha alexa.
  
","5,0 de 5 estrelas","









  
  
    
  Sou usuario de Alexa a uns 3 meses e confesso que a cada dia fico mais feliz com os resultados que elas estão me proporcionando, uso bastante pois estou automatizando minha casa e Alexa esta me ajudando bastante, adquirir a Echo Dot (4ª Geração) pois já estava com a ideia de comprar, dai veio a Black Friday que facilitou mais ainda a decisão.

  
",Avaliado no Brasil em 7 de dezembro de 2020
"







  
  
    Muito bom som
  
","5,0 de 5 estrelas","









  
  
    
  Muito bom som e escuta corretamente. Comparando com a geração anterior, o som desse é mais focado, ou seja, você escuta melhor se estiver na direção de frente para a caixa. Já a geração anterior, o som é mais abrangente, pois o som vai para várias direções. Aí depende da necessidade, mas ambos são muito bons dado o custo, benefício e tamanho.

  
",Avaliado no Brasil em 16 de julho de 2021
"







  
  
    Funciona perfeitamente, mas gostaria de mais opções para o Português
  
","5,0 de 5 estrelas","









  
  
    
  Gostaria de mais opções de customização para o português e senti falta de poder mudar o nome da Alexa para outro nome customizado também (até mesmo para segurança da informação), só é possível colocar 1 de 3 nomes nela.No geral ela funciona muito bem e o áudio é ótimo.

  
",Avaliado no Brasil em 25 de julho de 2021
"







  
  
    É um excelente produto para ambientes fechados e não muito grandes.
  
","5,0 de 5 estrelas","









  
  
    
  Adorei a Echo Dot, tem uma excelente qualidade de som mas não é muito alta mesmo assim é excelente para uma sala por exemplo o ou quarto, É fácil de criar alarmes ela coloca músicas nos alarmes que você quiser isso é muito bom mas ela parece ser um pouquinho surdinha as vezes tenho que falar mais de uma vez para ela me ouvir, um excelente produto eu indico! Muito obrigado!

  
",Avaliado no Brasil em 17 de junho de 2021
"







  
  
    Alexa o presente ideal para qualquer idade.
  
","5,0 de 5 estrelas","









  
  
    
  Um dos melhores presentes que já dei para minha filha, meu pai.Está já é a terceira que dou de presente.Pensa em todos adjetivos maravilhosos e triplica.Melhor é ver a emoção de quem ganha.

  
",Avaliado no Brasil em 26 de abril de 2021
"







  
  
    Tudo de bom
  
","5,0 de 5 estrelas","









  
  
    
  Simplesmente fantástica, Alexa faz de tudo, ajuda muito, ela geralmente ouve muito bem, mas desde que não tenha barulho perto dela, já aconteceu de um dia ela se fazer de surda, podia berrar o nome dela e ela tipo ""tô nem aí"", mas fora isso só alegria, automatizei algumas coisas na sala com o kit inteligente da positivo, luz, tv, home, tv box, receptor, ventilador, ar condicionado, adorei.

  
",Avaliado no Brasil em 5 de maio de 2021
"







  
  
    ALEXA
  
","5,0 de 5 estrelas","









  
  
    
  Eu comprei a Alexa e venho tendo um experiência maravilhosa cumpre tudo que promete.achei a inteligência artificial, mais avançada do que eu imaginava. Porém tem a questão da assinatura mensal que não chega a ser caro mais acho meio que força o cliente a comprar ou assinar  !!!  no resto é muito bom para quem gosta de escutar músicas é muito viável.  Super recomendo.

  
",Avaliado no Brasil em 30 de dezembro de 2021
"







  
  
    aparelho legal, mas em processo de melhorias.
  
","3,0 de 5 estrelas","









  
  
    
  aparelho legal para algumas facilidades como ligar tv, ouvir musica, lembretes entre outros. porem ainda há bastante deficiencia na questao de audio e facilidades para comunicação com a alexa. acredito que com o tempo e outros irão melhora bastante a curto prazo. comprei na promoção entao acho que valeu. mas pelo valor cheio acho que não vale. um dia compro o mais top para testar.

  
",Avaliado no Brasil em 7 de julho de 2021
"







  
  
    Esperava um som mais potente
  
","4,0 de 5 estrelas","









  
  
    
  O som poderia ser melhor. Tenho uma echo show 5 que tem o som muito superior,  talvez esse seja o motivo da minha decepção, mas entrega o que promete, meus filhos adoram.

  
",Avaliado no Brasil em 28 de dezembro de 2020
"







  
  
    Um facilitador de buscas, substitui som e tv
  
","5,0 de 5 estrelas","









  
  
    
  Facilidade de configuração e acesso. Qualidade do som, busca por músicas que a gente ama ouvir super rápido. Era um presente pra minha filha de 11 anos e ela amou demais pq atendeu suas expectativas

  
",Avaliado no Brasil em 7 de julho de 2021
"







  
  
    Muito bom
  
","5,0 de 5 estrelas","









  
  
    
  Estava receoso porque estavam falando que ela não escutava bem, mas não tenho do que reclamar, ela escuta muito bem, e atende aos comandos mesmo tocando música, claro se estiver no volume máximo, você precisa falar mais alto, mas mesmo assim ela escuta muito bem, estou esperando outra promoção para comprar outra igual.

  
",Avaliado no Brasil em 21 de maio de 2021
"







  
  
    Pequena mais surpreendente
  
","4,0 de 5 estrelas","









  
  
    
  Amei o produto . Só mim arrependo de não ter comprado logo a Echo 4ª geração . Mais a Echo dot 4ª geração mim surpreendeu por o tamanho pequeno , mais poderoso no som e qualidade de áudio, e também na qualidade das respostas . Tem coisa ainda que a Alexa precisa aprimorar e muito mas respostas, mais acho que ao longo do tempo vai sendo atualizado o sistema dela .

  
",Avaliado no Brasil em 20 de junho de 2021
"







  
  
    Echo Dot 4ª Geração (PÉSSIMO PRODUTO)
  
","1,0 de 5 estrelas","









  
  
    
  Minha ECHO DOT 4ª GERAÇÃO FOI PRO LIXO COM 1 ANO E 2 MESES!Tenho várias ECHO DOT 3ª GERAÇÃO e todas funcionam perfeitamente, mas a ECHO DOT 4ª GERAÇÃO começou a apresentar problema com 1 ano e 1 mês de comprada e no 13º mês parou de funcionar completamente!

  
",Avaliado no Brasil em 26 de dezembro de 2020
"







  
  
    A melhor assistente que existe, mas falta integrar com YouTube.
  
","4,0 de 5 estrelas","









  
  
    
  Echo dot 4 é muito esperta. Da para falar muitos comandos de forma intuitiva, sem precisar olhar os comandos na internet.Falou integração com YouTube Music. Uma pena.Comprei por R$250 no prime day. Se fosse este preço sempre eu compraria mais duas ou três para casa. Mas se podem vender por R$ 400 para o brasileiro, então porque deixar por R$ 250 não é Amazon?!?!

  
",Avaliado no Brasil em 3 de julho de 2021
"







  
  
    Fantástica esta Echo Dot. Até meus pets estão adorando.
  
","5,0 de 5 estrelas","









  
  
    
  Gostei muito do tamanho da Echo Dot e da qualidade de som. A configuração é bem simples e o reconhecimento de voz é excelente, mesmo quando dito muito rápido. Poder vincular a conta com os outros apps de música mostra um respeito muito grande ao direito de escolha dos clientes/usuários. A captação da voz também surpreendeu. Mesmo de longe, ou dito em voz mais baixa, ele reconheceu. O que não gostei é da necessidade de ficar dizendo “Alexa” a todo momento pra “startar” um comando. Devem melhorar esta IA no futuro.

  
",Avaliado no Brasil em 30 de janeiro de 2021
"







  
  
    Bom, mas não muito
  
","2,0 de 5 estrelas","









  
  
    
  Tenho três Echo: show 5 e Dot 3ª G e este que estou avaliando. Percebo que este Echo tem certa dificuldade em ouvir os comandos, muitas vezes preciso repetir e está é a minha única reclamação.

  
",Avaliado no Brasil em 30 de março de 2021
"







  
  
    Tem uma interação legal
  
","4,0 de 5 estrelas","









  
  
    
  Tem várias funções legais, principalmente se conectada com outros dispositivos, como FireTV, AmaznFit. Ainda precisa melhorar como em relação a pesquisa de notícias, por exemplo, que acaba trazendo informações antigas. Outras perguntas ela diz não saber a respeito mas se pesquiso pela Siri ou Google tenho retorno.Acredito que a IA irá se aprimorar nos próximos meses/anos.

  
",Avaliado no Brasil em 23 de dezembro de 2021
"







  
  
    Produto de qualidade
  
","5,0 de 5 estrelas","









  
  
    
  Ao receber a Echo Dot tive dificuldades para configurá-la, cheguei ate a entrar com o pedido de devolução, mas o problema era a estabilidade da minha internet. Depois que a internet foi normalizada, tudo deu certo, e a Echo esta perfeita. Muito feliz com a aquisição do produto, e com a atenção que recebi da Amazon para configurar o equipamento.

  
",Avaliado no Brasil em 23 de março de 2021
"







  
  
    Alexa
  
","5,0 de 5 estrelas","









  
  
    
  Comprei porque vi na academia de pilates, adorei a ideia e comprei pra levar pro meu escritório. Nossa estou adorando, a qualidade do som é ótima, consigo tirar todas as minhas dúvidas sem sair do lugar.E o melhor é super fácil de instalar, não precisa de nada mais que ter uma assinatura no aplicativo (totalmente grátis). Muito bom!

  
",Avaliado no Brasil em 6 de março de 2022
"







  
  
    Perfeitaaa
  
","5,0 de 5 estrelas","









  
  
    
  Amei a echo dot. O som dela é maravilhoso, resposta ao comandos são rápidos, já coloquei ela para ligar e desligar a TV e deu certo. Coloquei alarmes e frases para ela falar. Agora estou esperando a Black Friday para comprar outra para meu quarto rsrs.

  
",Avaliado no Brasil em 4 de outubro de 2021
"







  
  
    Muito bom!!
  
","5,0 de 5 estrelas","









  
  
    
  De uma forma geral, o dispositivo é muito bom. E a cada dia, a Alexa vai aprendendo mais. Existem muitos dispositivos compatíveis  , mas precisaria criar alguns do tipo dockstation, para conexões com pcs e notebooks mais antigos. Acho que teria que existir também mais recursos para  a área de educação... Mas gostei muito da aquisição..

  
",Avaliado no Brasil em 28 de novembro de 2020
"







  
  
    Carregador de uma cor, echo de outra (...)
  
","3,0 de 5 estrelas","









  
  
    
  Comprei e tive a sensação de ter sido apenas mais um objeto inútil, contudo, tem me ajudado nos lembretes, poucas automações e é muito bom para ouvir música.Logo que recebi tive uma triste surpresa, o carregador veio em cor diferente do produto, o que certamente gera um enorme desânimo e até preguiça em comprar aqui outra vez.

  
",Avaliado no Brasil em 8 de março de 2021
"







  
  
    Eu esperava mais !
  
","3,0 de 5 estrelas","









  
  
    
  A gente tem que falar muito alto para que Alexa entenda as instruções. Os microfones poderiam ser melhores.Podemos pedir para tocar música mas apenas pelo nome do cantor ou banda (???) ,não dá pra pedir nossas playlists. Porque ????Talvez uma assinatura da Amazon Music ajude , não a da Amazon Prime , outra paga a parte ! Como assim ???

  
",Avaliado no Brasil em 30 de abril de 2021
"







  
  
    Muito bom no geral
  
","4,0 de 5 estrelas","









  
  
    
  Achei excelente a nova echo dot, a unica coisa que me incomoda um pouco é o microfone, em alguns momentos a Alexa não escuta a voz, as vezes quando escuta ela entende outra coisa. Mas fora a parte do reconhecimento de voz achei ela ótima, possui uma resposta rápida, o som é excelente dando a possibilidade de regular os graves e agudos, tem diversos comandos.

  
",Avaliado no Brasil em 21 de março de 2021
"







  
  
    Excelente, conectou no meu Xbox e ar-condicionado LG , com a excessão da minha tv LG
  
","4,0 de 5 estrelas","









  
  
    
  Excelente o produto, porém tem um problema que não e culpa da Amazon, e sim da LG que minha tv LG n conecta na Alexa, olhei nos comentários da skill e reparei que esse problema não aconteceu só cmg.Com excessão disso o produto e perfeito, o som muito alto pelo tamanho dela, e o microfone e ótimo.

  
",Avaliado no Brasil em 12 de maio de 2021
"







  
  
    Perfeita, apaixonante
  
","5,0 de 5 estrelas","









  
  
    
  Já tenho duas da 3ª geração, comprei essa da 4ª e tô mais apaixonado ainda, o comando de voz ela atende rápido, o som é perfeito. minha família é apaixonada pela Alexa. Perfeita. nunca mais vou deixar de ter uma Alexa em minha casa, é nosso bichinho de estimação com inteligência artificial.

  
",Avaliado no Brasil em 14 de dezembro de 2020
